Autor,Fecha,Hora,nrolikes,nrodislikes,nroComentarios,texto
Anónimo,May 13 2020,7:04 p.m.,0,0,0,"En el primer semestre de la carrera de ING en la facultad de ingeniería química  , necetaba un portafolio para guiarme ya que mi maestro de Calculo era fregado , no sabía que hacer hasta  que me imaginé prestarle un portafolio a alguien de semestre superior. La vaina es que el tipo que me lo presto no era de mis gustos y el se estaba  ilusionando y haciendo la idea de andar  con esta Diosa , cada vez que quería alejarlo el me quería quitar el portafolio y que creen tuve que aceptarle salidas, besos y ser su novia solo por qué no me lo quite (creo que también jugó el tipo) . Tuve que soportarlo como 2 meses, sus celos, su obsesión de ir a verme a la salida todos los  días  . Hasta  que  llegó el le saque copia a todo el portafolio , cuando tuve todas las  copias que por cierto me atracaron el bolsillo(jamás  saquen copia en los cyber de la Av delta) pude dejarlo ,ese día fue el día más feliz de mi vida."
Anónimo,May 13 2020,2:59 p.m.,1,0,0,"Hola, ¿podrían dejar sus reviews de los psicólogos de UBEP? La verdad me da un poco de miedo agendar una cita y quisiera leer experiencias para saber más o menos cómo es la dinámica y si realmente son de ayuda. ¡Gracias!"
Anónimo,May 12 2020,10:47 p.m.,1,1,0,"Hola, pregunta seria. Cambiaron el código de algunas materias? Me había quedado en cálculo y fundamentos y ahora que me registré, no tenía ninguna deuda. 😎"
Anónimo,May 12 2020,10:11 p.m.,1,0,0,"Confieso que mi amiga se quedó enganchada con el ex de mi prima el semestre pasado en clases de ECCS, chico de la pluma verde, si ves esto, ella aún te ama"
Anónimo,May 12 2020,7:05 p.m.,1,1,0,"Esta confesion va para aylin c, desde que vi esa foto tuya en lenceria transparente no he podido sacarte de mi cabeza"
Anónimo,May 11 2020,11:43 p.m.,5,0,0,"Confieso que antes de graduarme quería ir a la biblio de la FCNM y hacerle bulla a la vieja que está a cargo, que siempre jode para que todo este en silencio, y cuando la man venga darle una tremenda nalgada. 
Lamentablemente ya no podré porque haré la integradora y cuando todo vuelva a la normalidad ya me habré graduado.
Quizás la nalgada sí se la de en otra ocasión, en otras condiciones jaja"
Anónimo,May 11 2020,9:34 p.m.,0,0,0,"Hoy lunes me registré y me dió un poco de tristeza al saber que las clases serán virtuales porque será mi primer semestre sin probar un ""culito nuevo"" lo que más voy a extrañar serán los pasillos y terrazas de Marítimo dónde pegaba mi buen polvo a partir de las 17:30 en adelante y en especial los días viernes.
Psdt: Soy un estudiante de logística, últimas líneas de la carrera."
Anónimo,May 11 2020,6:07 p.m.,0,1,0,"Esta confesión va para N.T y espero de todo corazón que la leas.
Ya que no pudimos tener nada quiero que sepas que sigo pensando en ti y que ninca me dejastes de gustar me encanto mucho conocerte eres muy guapa me hubiese encantado ser el amor de tu vida lo siento si te bloquie pero lo hize por que cambiaste y te hiciste muy fria y tuve que aceptar que no ers tu tipo soy J.D y de corazón espero que estes bien y que ojala podamos vernos ya que los planes que hicimos de vernos numca se concretaron me encantas mucho"
Anónimo,May 11 2020,5:48 p.m.,2,2,0,"Confieso que la leñadora está conmigo en emprendimiento así que pilas, vendo cupo en el paralelo -- :v"
Anónimo,May 11 2020,5:43 p.m.,1,0,0,"Confieso que sigo pensando en Alexandra P.B. Vi que estaban volviendo a subir confesiones y me acorde de cuando le hacia a ella, la chica que me sigue gustando en la U. Talvez piensen que es tonto pero si la conocieran y la vieran ya no pensarian asi. Duele saber que ya no podre ver materias contigo, pero al menos te veía en fiec. Si lees esto, espero que estes bien y que todo esto pase rápido para volver a ver tus ojos y esa sonrisa que me mata."
Anónimo,May 11 2020,1:42 p.m.,1,0,0,Gg con los registros
Anónimo,May 10 2020,10:55 p.m.,2,1,0,"Buenas noches con todos, espero sigan en sus casas y atiendan mi mensaje.
Quisiera saber si alguien sabe del nombre de una profesora que es perfecta en todo el sentido de la palabra en contabilidad y además da calculo de varias variables?
Sería de útil su ayuda, gracias. 
Anonimo :v"
Anónimo,May 10 2020,5:43 a.m.,2,8,0,"Hola amigos mi confesion es que me molesta que para visitar a mi novia en esta cuarentena tengo que caminar 20 minutos despues coger un bus y otra vez caminar 25 minutos, y que cuando por fin llego a su casa la encuentre Toda desarreglada, despeinada, osea no me juzguen por mas que sea si sus vatos las van a visitar ponganse un poquito presentables"
Anónimo,May 10 2020,3:41 a.m.,8,0,0,Confieso que el único personaje que le agrada a media espol y así no lo conozcan es la leñadora porque no busca llamar la atención con videos del work and travel ni con opiniones estúpidas en politechicos acusando a otras personas por tratar de quedar bien 👀 :v
Anónimo,May 9 2020,12:11 p.m.,3,0,0,"Hola extraños
Necesito contarle a alguien lo que me esta pasando y que mejor que aun montón de gente extraña, bueno pueda que haya algún conocido, como en todo lado sé que habrá burlas como buenos y malos consejos, y espero que uno me ayude aunque sea un poco.
Resulta que hace un tiempo antes de que empezara esta emergencia sanitaria yo tenía una novia politécnica muy hermosa y nerd, dedicada y apasionada muy apegada a su familia, hogareña se podría decir, teníamos cerca de 2 años de relación había ido un par de veces a su casa, ella vivía con su madre y dos hermanos mayores, un día nada especial cerca de la media noche yo aún estaba despierto viendo netflix, y que el celular sueña, era un mensaje de whatsapp de un número desconocido el cual me parecía extraño porque normalmente yo cuando doy mi número de celular lo registro primero a esa persona, el mensaje decía un “hola” así a secas, espere que completara su mensaje identificándose tal vez pero luego de esperar 15 minutos tuve que escribir yo y preguntarle quien era, me respondió al instante diciendo que era “Sonia”(nombre ficticio) la mamá de mi novia, me asuste porque pensé que a mi novia le había pasado algo, ella me dijo que me tranquilizara que todo estaba bien que me escribía para distraerse un poco ya que estaba aburrida y así aprovechaba para conocerme mejor pues casi no sabe mucho de mí y que quería lo mejor para su hija, bueno aquella noche chateamos como hasta las 3 de la mañana y esa no fue la última noche que lo hacíamos, para que les voy a mentir las pláticas eran muy interesantes nunca me aburría, y prometimos no contarle a mi novia sobre aquellas platicas, total no estábamos haciendo nada malo, solo chateábamos sanamente, al casi mes de chatear la señora Sonia me dice que nunca había pisado antes una discoteca lo cual le dije que sería bueno ir los tres obviamente con su hija y divertirnos un fin de semana, ella no volvió a responderme, me dejo en visto hasta el siguiente día ella me dijo que si quería ir a la disco pero que solo nosotros dos porque no quiere que su hija sepa que se madre va a esos lugares, ellos eran un poco conservadores y religiosos por eso no iban a esos lugares, lo pensé y en mi conciencia me repetía que lo que estaba haciendo estaba mal y mi novia no se merecía esto, sospechaba que mi suegra se sentía sola y que buscaba que yo le consolara, nunca le respondí, y al siguiente día me arme de valor y le comente a mi novia, lo sé, se que algunos pensaran que si que soy maricon que debí comerme a su madre y a la vez a su hija etc etc, pero a mi en verdad me importaba mi novia y había luchado tanto por ella como para perderla de esta forma.
Le conté a mi novia y ella no me creyó, crei que yo buscaba separarle de su madre para que por fin aceptara vivir conmigo como le propuse hace muchos meses atrás, me dijo que su madre no era capaz de hacer algo como eso y en ese mismo momento termino conmigo así sin más., una semana después Su mam{a me escribió y me pregunto que su hija le había dicho que terminamos pero no le dijo la razón, osea ella no sabia que yo le había contado a su hija lo de su invitación a una disco, por lo que yo tampo le conte y le dije que estaría bueno ir a la disco para despejar la mente, estaba cabreado con mi novia o ex que me decía que ya que mi novia creía que mentía, con más razón salgo con madre para que haya una razón contundente para que hayamos terminado.     
Fuimos a la disco y aquella noche fue la primera vez que la vi con ropa un poco ajustada y un poco de maquillaje, Diossss se veía hermosa y aunque ronda los 40 años parecía de unos 30 bailamos, bebimos, nos divertimos y pues si, como eran de imaginar soy hombre y como todos los hombres somos débiles ante la carne, términos en un motel cercano y como dijo mi pana Arjona, “para que describir lo que hicimos en la alfombra”  no voy a ser hipócrita y decir que no lo disfrute, no saben cuánto, no es que antes no haya tenido sexo, sino que nunca lo había hecho con alguien mayor, la experiencia es totalmente distinta, al menos para mí lo fue. Nunca más volvimos a chatear ni salir con la Señora.
Claro que ahora en este encierro de la cuarentena me dio un ataque de ansiedad por querer llamarle a mi ex, no sé cómo calmar esto, hasta claustrofobia me está empezando a dar. Tal vez es el precio por engañar a mi novia, por otro lado nadie me quita lo comido :v"
Anónimo,May 8 2020,11:28 p.m.,0,1,0,"Ahora que el semestre será en linea estaba muy tranquilo al respecto con todo bueno y lo malo que puede ser le estaba viendo el lado positivo a las cosas es más ya iba pensando como hacer y cuadrando horarios... Pero mientras miraba el techo sin hacer nada antes de dormir acabo de recordar que este semestre iba a ver a una chica que creo va a su último semestre, ella de otra carrera pero de la misma facultad, la mejor obvio (empieza con F Y termina en iec jajaja) pero ya nos habíamos visto y tenemos amigos en común el hecho esq la he visto en Facebook pero no la he agregado ya que no lo creí necesario pero si estoy o estaba decido a acercarme y arriesgarme sin más y sin miedo al rechazo ya que sé que está soltera y yo salí de una relación ya hace meses,no quiero dar mucho detalle pero diré que para mí es muy bonita y me encanta cuando sonríe pero no es simplemente su físico lo que me atrae es su forma de ser y otros detalles y cualidades lo que me atraen a ella, he estado enamorado pero no así es algo que me atrae a ella que no se explicar, ahora estoy en apuros será que me toca acercarme online????"
Anónimo,May 8 2020,10:11 p.m.,6,0,0,"Soy nuevo en el grupo creado por politécnicos y ayer mencionaron a personas famosas de la u y quisiera saber quién es la leñadora :,v"
Anónimo,May 8 2020,10:28 a.m.,0,0,0,"#52348 bro, I really felt that"
Anónimo,May 7 2020,2:49 a.m.,3,0,0,"Buenas madrugadas jajaj.
Espero se encuentren bien aún con lo que ocurre en el país y el mundo entero.
Normalmente no hago confesiones o mejor dicho nunca he hecho confesiones, la verdad es que necesito defogar un poco lo que tengo en mi cabeza con algo, con alguien pero yaaa!. En esta cuarentena me di cuenta que mi mamá es muy sensible a ciertas noticias o algo que la sorprenda, inmediatamente le da ataques de ansiedad y no puede respirar bien. Tal vez sean consecuencias del encierro, la verdad nosé pero gracias a Dios ya está bien y mucho mas tranquila. Nadie de mis amigos sabe, bueno solo 2 personas en quienes confío mucho pues de que soy gay, homosexual, jajaja como lo llamen aunque no me gustan las etiquetas solo lo puse para que me entiendan jajaj. No voy a decir que recien me dí cuenta ahora o algo así, en realidad lo acepté hace un año y aun me cuesta aveces porque soy de los que piensa mucho en el futuro (aveces es bueno pero no para llegar al límite de desprimirte y solo ver los ""problemas"" que vienen). Esto no lo converso con nadie porque no quiero molestar a mis amigos y peor que ahora hay problemas mucho mas importantes pero he salido sin que nadie sepa con un chico hasta llegar al punto de clavarme del todo y cuando llegué a ese ""punto"" de enamorarme pienso en mis padres y que ellos nos deberían saberlo. No saben que doloroso es mantener oculto a alguien que te gusta por miedo a problemas en casa o que te tiren a la calle o es más que te dejen de apoyar en los estudios y no solo de tu familia sino también amigos porque un rumor que se escucha llega a oidos de toda la familia e incluso vecinos. Estuve mucho tiempo sin contarle ni a un amigo que salía con alguie, no soy de guayaquil, viajaba todos los dias de mi provincia a la u y por eso aveces me convenía un poco. Con el dolor del alma le terminé y solo por la estupides de que no quería que mis padres lo supieran, si losé soy una v*rga de persona. Desde ese momento prefiero estar con amigos y sin ""joder con alguien"" prefiero evitar clavarme con alguien honestamente pero también entiendo que no será así toda la vida y algún día lo tienen que saber, eso pensaba hasta que me dí cuenta que mi mamá es muy sensible a todo y ahora tengo la idea de que con esto me voy a la tumba, pero duele saber que dejé a alguien que quería mucho, aún duele y duele mucho, ahora lo converso con mis amigos pero hago pasar esto como si que estuve con una chica que terminamos y eso, no poder decir que era un chico y conversar normal también duele demasiado pero creo que para mí es mejor así. Nadie sospecha lo mío porque todos siguen arraigados a la idea de que si ""juega videojuegos"", ""hace deporte"" o ""no tiene comportamientos afeminados"" es ""heterosexual"" son pensamientos estúpidos demasiado estúpidos pero que ahora en mi posicion me convienen. Solo quería llorar un poco mientras escribía esto y quitarme de encima algunas cosas. No me tiren hate solo me desahogaba un poco. Cuidense mucho y lavense bien las manos. No salgan de sus casas shushasdesumare.
#NoalRecortePresupuestario
#SoyEspol"
Anónimo,May 6 2020,8:30 p.m.,1,0,0,Alguien me puede ayudar con el número celular del consejero JORGE BRITO! Por favor Es una emergencia
Anónimo,May 6 2020,6:24 p.m.,3,1,0,"¿Por qué últimamente estoy recordandote mucho?
Me di cuenta que efectivamente estuvimos para conocernos
En ese semestre casi te conocí por los amigos en común y como no sucedió te conocí al siguiente en una materia.

Y llegaste a ser alguien importante para mí, y yo para ti, o eso creía"
Anónimo,May 6 2020,12:05 a.m.,1,0,0,Cuanta probabilidad tengo de coger cupos si me toca registrarme el martes? :(
Anónimo,May 4 2020,12:49 a.m.,1,6,0,"Me sentí muy atraída por un compañero de trabajo. Estoy casada y el también 
Pero estuvimos hablando por messenger y después el me pidió mi número para platicar mejor. El me decía cosas como que bien te ves en tu foto entre otras cosas. Pero de repente dejamos de platicar , creo que su mujer sospechaba algo. Después de que pase la contingencia del covid-19 y regresemos a la oficina, creo que la atracción será mayor y podamos tener una aventura."
Anónimo,May 4 2020,12:45 a.m.,1,2,0,"Hoy, por poco iba a la casa de mi ex-novio para poder ver qué carro trae."
Anónimo,May 2 2020,3:09 a.m.,1,1,0,"Por qué las mujeres nos ponen tan tontos ? Si tan solo me hubiese dado cuenta todo lo mal que estaba, no será tan tarde. Aleje a muchos amig@s por ti "
Anónimo,May 1 2020,11:50 p.m.,8,1,0,"Alguien más se dio cuenta q Parchís tiene un algoritmo q hace la partida ""amena"" pero en realidad ya tiene un ganador desde el principio?"
Anónimo,May 1 2020,2:33 p.m.,2,0,0,52348 hagale la ignoración y empiece a salir con otro..si no supo ver lo bueno que hay en ti otro lo valorará :p
Anónimo,May 1 2020,12:28 a.m.,5,0,0,"Pueden haber flacas, altas, rubias, pelirrojas, modelos, lo que te imagines..
Pero a mi me encanta una pequeña pelinegra risueña y hermosa.. Ella es mi novia y así será para siempre"""
Anónimo,April 30 2020,12:16 p.m.,0,0,0,"Chicos necesito ayuda, me sale que no hay citas disponibles con mi consejero y no responde a mis correos... Que puedo hacer??"
Anónimo,April 29 2020,4:15 p.m.,3,0,0,"#52348 gracias por tu sinceridad, pero te quiero como amiga, pues me enamorpe de otra y para mi ha sido dificil hacerte a un lado, se que te ilusioné, Yoshi Yoshida me sugirió que sea honesto, tu y no no podemos seguir juntos, lo siento mucho de  veras."
Anónimo,April 29 2020,11:35 a.m.,1,0,0,Alguien me puede ayudar con el número celular del consejero JORGE BRITO! Por favor Es una emergencia
Anónimo,April 25 2020,4:02 p.m.,3,0,0,"Me enamoré de un politécnico, me enamoré antes de besarlo, antes de verlo; me enamoré por cómo era, por cómo me trataba, por cómo me transmitía paz, por cómo me hacía reír. Me cautivo todo de él y sin duda, la mejor parte fue que hacía cosas por mi, sin que yo se las pida. Yo que nunca me había proyectado a futuro con alguien, lo había hecho con él. Éramos casi iguales y eso nos desconcertaba mucho más aún, porque compartíamos muchos gustos, e incluso odiábamos lo mismo; a pesar que existían algunas diferencias, justo en esas diferencias nos complementábamos (ej. él es impaciente, yo paciente; no le gusta leer, a mi me encanta leer; él es ordenado y yo un poco desordenada;  a él le gusta cocinar y a mi comer jajaja y así); coincidir humorísticamente con alguien, es el mejor amarre, definitivamente. Siento que es el clic de mi vida y como si fuera poco, todo esto surgió a distancia, nunca nos vimos, pero les juro llevaba hablando con él una hora y sentía que lo conocía de toda la vida. Fuiste, eres y serás el niño de mis ojos bobo, espero que si alguna vez lees esto, sientas que es para ti. A pesar que pasen los días y ya no hablemos, mis sentimientos seguirán intactos. Tus audios siempre serán mi playlist fav."
Anónimo,April 25 2020,10:45 a.m.,3,0,0,"confieso que a pesar de que lo extraño ya me di cuenta que mi lugar no es con el, solo espero que se encuentre bien y no me juzgue por querer mi felicidad."
Anónimo,April 24 2020,6:39 p.m.,0,1,0,"me acabo de enamorar de D. Olarte, estamos en comun en un cursos online DIOSITO que bonita que estas"
Anónimo,April 24 2020,4:59 p.m.,0,0,0,"Chicos necesito ayuda, me sale que no hay citas disponibles con mi consejero y no responde a mis correos... Que puedo hacer?"
Anónimo,April 24 2020,12:59 p.m.,1,3,0,Espero que los capitalistas no hayan solicitado préstamo de tablets. 
Anónimo,April 24 2020,2:15 a.m.,2,0,0,Alguien conoce al ing Víctor Hugo Velasco Galarza?? Es difícil??? Qué tal es? 
Anónimo,April 22 2020,12:15 p.m.,3,1,0,Que tan probable es que mueras soltero por el resto de tu vida si pasado los 22 años no has tenido ni una novia.
Anónimo,April 22 2020,12:13 p.m.,1,0,0,quien rayos es el chico capitalista y el de W&T?
Anónimo,April 19 2020,4:45 p.m.,1,0,0,"QUe le paso al chico de los pasteles? Se fue de la U? Entonces todavía hay esperanza para el chico capitalista y el chico work and travel que se retiren de la U, para que dejen de publicar huevadas "
Anónimo,April 17 2020,10:45 a.m.,2,0,0,"AIMF te amo mucho, ya pronto terminan las vacaciones y te podré ver❤"
Anónimo,April 16 2020,2 a.m.,2,0,0,Me siento muy mal cuando miento pero si no lo hago no puedo ser libre 
Anónimo,April 12 2020,12:36 a.m.,1,1,0,"Terrible, no hace dias se le muere un pariente ""muy importante"" y esta feliz como si nada, cuelga fotos feliz, se toma selfies a cada rato, hace bromas😮. Definitivamente Cada quien vive su luto como puede"
Anónimo,April 10 2020,11:31 p.m.,5,0,0,Alguien sabe qué materias verá la leñadiosa este semestre? Para telenamorarme a lo pendejo :v
Anónimo,April 8 2020,2:09 a.m.,2,2,0,"Por qué doy la impresión de ser fácil??  No quiero estar con alguien solo una noche, solo quiero alguien que me dé confianza y sienta esa química "
Anónimo,April 7 2020,1:58 a.m.,0,2,0,"Confieso que en este grupo de work and travel la he pasado de a gabardina, estoy en un grupo donde  8 son hombres y solo 2 mujeres de la cual 1 tiene novio aqui en el grupo. Sin embargo la chica soltera me llegó a gustar mucho. Por otro lado habia otro housing con amigos al cual visitaba, por que ya los trasladaron a otro estado. En ese grupo había 4 mujeres y 2 hombres maldita la suerte de ellos. Jaja bueno estoy arrecho porque pensé pasarla en bomba pero no hay ni v. Ni una gringa por culpa de este hpta Virus. Que hasta sin trabajo nos ha dejado. Y Aqui valiendo verga en cuarentena. Encerrado y sin plata. Ya mismo nos votan del housing :V"
Anónimo,April 6 2020,5:19 p.m.,1,0,0,ME GUSTAS FRANCISCO HERRERA
Anónimo,April 3 2020,11:31 a.m.,0,1,0,"A veces, corazón mio, que de mio poco tienes,
me provocas arrancarte del pecho,
y, siendo de muerte tu lecho,
sonreír aliviando mis sienes."
Anónimo,April 3 2020,2:40 a.m.,2,0,0,"Linda la WEBADA  sabes que eres una cobarde y una hipócrita pero que te vaya bien  y ojalá nunca te lo hagan algo igual, y no andes con tus sonrisas FINGIDAS."
Anónimo,April 1 2020,2:34 a.m.,2,2,0,"No te dije la última vez que no busques hablar conmigo? No me interesa que estemos en cuarentena. No quiero hablar contigo. Confío en que tu familia está bien, pero eso no cambia nada. Ya basta de esto."
Anónimo,March 30 2020,6:58 p.m.,1,2,0,confieso que me gusta el exnovio de una amiga :(
Anónimo,March 26 2020,3:37 p.m.,0,0,0,Oye mi pana hazte la prueba del COVI mamaverga que podrías contagiar a otros. Imagínate cuando regresemos a clases y todos salen infectados por tu culpa. Toma conciencia. Cerebrado en los estudios pero descerebrado en lo que haces.
Anónimo,March 26 2020,3:27 p.m.,1,0,0,"Confieso que me dio positivo el Covi-19, a pesar que he estado con amigos. Ellos también se está realizando la prueba, espero que ellos le hayan salido negativo porque si no estarían contagiando a los demás personas, imagínate cuando regresemos a clases y boom todos infectados. Espero que se cuiden. Yo ya estoy muerto. RP en la vida"
Anónimo,March 25 2020,12:12 p.m.,0,2,0,"Esta confesión va para Lorena C. de mecatronica, dejame decirte que eres atractiva y muy buena onda, sobretodo inteligente, esto es lo que mas sobresale de ti y creo que es lo que trae locos a los chicos que están detras de ti 👀 Me agrada mucho tu manera de ser, tu manera de actuar y lo mandona que puedes llegar a ser jajaja. Tal vez no tenga la oportunidad de estar contigo y de poder tener algo, sin embargo espero que un día estes con alguien te entregue todo su cariño y comprensión y que no se sienta intimidado por tu inteligencia 😌 Exitos y espero volver a topar contigo en alguna materia."
Anónimo,March 23 2020,2:37 p.m.,0,2,0,Será que sigues pensando en mí?
Anónimo,March 21 2020,3:55 a.m.,0,0,0,"Confieso que hace unos meses atrás en una fiesta de la fsch estaba con mi ex y otras personas más ( y me sentía bien en la shit) así que en un rato me alejé de todos ellos y de pronto me habla una chica blanca, bajita y con el cabello castaño... Era súper tierna y desde ese momento la he visto por ciertos lugares frecuentemente y en redes sociales... Incluso Ví su ig una vez porque me salió como recomendación y confirmé que era ella...sooo ví que era de economía y que participa en ciertos grupos culturales y me atrajo más por esta parte de ella (su estilo). No he estado antes con una chica y creo ser hetero pero no lo sé me quedé kinda flechada cuando ví su cara ese día, aparte parece que tiene novio...así que ni modo"
Anónimo,March 19 2020,11:52 p.m.,1,0,0,"Se que no estan publicando muchas confesiones, pero bueno, ahí les va una. Estos ultimos años han sido muy dificiles para mi, y a ahora con esta situación de cuarentena se ha empeorado la situación. La verdad no quiero estar en casa, hay muchas peleas, los gritos y toxicidad en casa causan muchos problemas y me pone a pensar, que pasara cuando yo decida tener una familia, si la mia no se mata es porque no quieren. Y la verdad me duele pensar  que lo mejor sería una separación, ya no se puede arreglar nada, ya no encuentro honestidad ni en mi propia casa, y lo más feo es que siempre piensen que somos un buen hogar. 

La verdad, pienso que deberia echarme ya a morir solo, alejarme de las personas, lo unico que solo hace nuestra sangre, es daño hacia los demás."
Anónimo,March 18 2020,6:24 p.m.,10,2,0,"Si este fueran nuestros  ultimos dias. A quien le dirian perdon, lo siento, me equivoqué, me gustas, no quiero que te vayas. Que estos días  aparte de tratar de resguardarnos pensemos un momento quienes están a nuestro lado, valoremos todo lo bueno que hacen por nosotros"
Anónimo,March 18 2020,2:26 p.m.,2,0,0,"Hola, no se en que momento lean esto y si están con alguien o salen con alguien, valoren todo...   Niñ@s aún existen niñ@s que se matan por ustedes y niñ@s aún hay niñ@s buen@s que quieren algo bien...  lamentablemente, somos tontos y no vemos lo que realmente hacen por nosotros...  les contaré una historia, conocí a una chica... de aquellas que son bonitas en fotos pero bellas en persona... Le empecé hablar por alguna red social, todo súper padre, un día tuve la fortuna de conocerla en persona... diablos me moría por esta chica, real. Todo fluyó conversaciones más lindas, mensajes bonitos y llegó los primeros me gustas... todo estaba súper bien, salíamos y todo parecíamos novios pero lamentablemente no fue así...  Un día de locura y totalmente enamorado fui a buscarla, le pedí una oportunidad... pero saben ella no acepto me dijo que no estaba segura. Me partió oír eso pues yo sabía que todo estaba bien y pintaba bien para tomar el valor de hacer la propuesta de noviazgo. Sin embargo seguí a mi mese realmente, por fin un día conseguí que fuera mi chica en el transcurso de esos meses después de que me rechazo hasta que fuera mi chica, llegaron exligues de tiempo atrás, estás pedían oportunidades pero sin embargo no, yo solo quería a esa niña que tanto me costó tenerla... Todo era algo bonito, un relación que tanto espere y me esforcé y aún habiéndolo logrado no cambiaba mis detalles... era algo único, algo bonito... inclusive mi familia estaba bien con ella y yo sentía estar bien con la suya... lamentablemente ella era muy fría, no le veía razón para no ser linda conmigo, sin embargo la quería mucho y dije venga rífate porque demostrarle que sus amores que la hicieron así no valían la pena... que todos aquellos que la lastimaron o quien la lastimó fue un Pendejo.  No saben cuanto me costó esta chica... yo tenía muchos planes a futuro y bonitos, ella no se quizá no era así...   alguna vez me hicieron el comentario “que bueno que —— por fin encontró a alguien que de verdad la quería y la valore”... de verdad lo material jamás será más de lo sentimental pero si los pequeños detalles son valiosos, yo los tenía sin embargo no se, quizá no fue suficiente para que pasara al final...   Se que muchas veces decimos es que yo soy así soy bipolar o así, eso duele saber que quieres a alguien y de un momento a otro cambia?  Muchas veces, aquella persona me evitaba en cierta parte, en publicaciones, comentarios y etiquetas. Quizá yo hacía o veían algo bien en mi, su familia realmente... jamás hablaría mal de ellos, son fantásticos! Ellos siempre fueron buena onda y todo conmigo, incluso sentía apoyo al estar con su niña... llegaban los buenos comentarios... sentía ese amor tan verdadero pese a todo...   Todos estaba bien, pero llego un cambio drástico... simplemente se fue... ya no quiso más...  se fue sin que yo supiera que diablos hice mal? Que falle? Te di algún motivo para irte?...  Jamás lo supe solo se marchó  Se llevó mi corazón porque realmente lo entregué en cada día que estaba con ella y más aún siendo novios...  Me dejo vacío... eso que no sabes qué hacer... películas se repiten en mi mente... duele  Se fue y no dijo más, solo dijo que ya no, que era un hecho que no buscaba nada por el momento... y pues solo dije... ¿que? En que momento?... solo un adiós quedo... me dio una pequeña razón por la cual decidió ya no continuar...   Amig@s que amo y me han a apoyado bastante... me dieron ánimos para seguir sin ella, me dijeron venga, no hiciste nada mal, solo la quisiste y demostraste que tu si la querías de verdad, mi supo valorar...  pero   Lamentablemente pasó lo inesperado... no fue nada de tiempo... ya salía y tenía alguien más (realmente una relación), esa persona estuvo ahí... cuando estaba ella conmigo, así lo vi... por todo lo que me llegaron a enviar... realmente su razón de terminar era por estar con alguien más...   Jamás deseo el mal, espero y fuera tu mejor elección, es claro que eres con esa persona lo que no fuiste conmigo, me dolió porque después de tanto.. merecía un poquito de amor... merecía ser correspondido...    Se que alguien más ya vivió esto y hasta quizá sepan mi historia alguna persona en este pequeño mundo...  Solo te deseo lo mejor que seas feliz, que realmente valga la pena esto qué pasó y decidiste tu, porque yo no quería, yo solo te quería a ti...   ojalá y jamás vivas esto que yo viví a tu lado...  Te lo digo aún con lágrimas en los ojos después de tiempo.. me dolió que te fuiste, solo traté de hacer las cosas bien o al menos eso creía... Siempre puse de mi parte, pero incluso demás y eso nunca me dolió, tu diste un paso yo di 99 para lo nuestro, ese fue el detalle.... yo te veía como mi todo .... pero...   ¿Y Tu? porque ilusionar con que veías y querías lo mismo? ...   No tengo mas que decir... estoy seco la vida no me tiene a mi mismo, no me encuentro desde hace tiempo... no estoy aquí, no se donde estoy quizá me fui en todo lo que le di...   Suerte en todo si leíste esto, espero y seas feliz como me lo demostraron que lo eres ahora... te deseo lo mejor, sin rencor, sin mentiras siempre transparente cómo desde que te conocí lo fui...   No se que hice mal para que pasara esto... solo espero y la vida te trate bien como yo trataba y hacía lo posible porque estuvieras feliz y bien a mi lado...  Te quiero pero... gracias por todo "
Anónimo,March 17 2020,10:25 p.m.,2,0,0,"Para el chico de ""hace 1 mes terminé con mi novia"" si de verdad quisieras estar con ella, estarías con ella.. Entonces no la quieres lo suficiente y está bien que hayan terminado pero d todas formas si valiste y bastante 👍"
Anónimo,March 16 2020,10:31 p.m.,2,0,0,"#52308 en resumen, solo está jugando contigo. Si te vuelve a escribir, no le respondas por más ganas que tengas. Te lo dice alguien que estuvo ciega por mucho tiempo y  aprendió eso a la fuerza :("
Anónimo,March 15 2020,6:12 p.m.,1,1,0,"Por qué son tan complicados los hombres? Te dicen q te aman, te celan, no pueden vivir sin ti y te terminan para no herirte"", tiempo después ya tienen a otra, pero eso sí te escriben porque te extraña🤷‍♀️ quién los entiende?"
Anónimo,March 15 2020,12:38 a.m.,2,2,0,Recuerden amigas .La persona correcta nunca se cansará de ti y tratará de deshacerse de uno
Anónimo,March 14 2020,12:34 a.m.,1,1,0,"Mil fotos adiós
A recuerdos les digo
Nuevo comienzo"
Anónimo,March 13 2020,8:41 p.m.,5,7,0,"Es mi 2da experiencia en w&t, que divertidas estas 2 semanas en New York con chicos de que también son de espol, a.g, gracias por el palo que tuvimos, fue sensacional apesar de que eres gordita, pero me gustó ver a tu mejor amiga la coloradita superactiva... cuando vuelve jajajajaja"
Anónimo,March 13 2020,1:38 p.m.,5,0,0,Lámpara esos ayudantes que organizan ayudantías y terminan vacilandose a las novatas que van.
